feature,importance,std
dominance_species,0.0014626676289480197,0.014985743872275947
species_Eggerthella_sum,0.0014532950912221447,0.019193592123922538
order_Gammaproteobacteria_ratio,0.0014471592820487333,0.014961182995184194
family_Bacillales_ratio,0.0014319082959905164,0.014361941533722023
abundance_rel_median_32,0.0014281606427968086,0.014299786761784864
genus_Sutterellaceae_mean,0.0014254925517613636,0.014396598133351623
genus_Peptococcaceae_median,0.001422024457471202,0.014017033761594522
species_Coprobacter_mean,0.0014112598844793663,0.015774297724176507
genus_Prevotellaceae_sum,0.0014099908241925721,0.01546484452723471
species_Fusicatenibacter_ratio,0.001406054514131915,0.014194492251434244
order_Tissierellia_mean,0.001396883759366679,0.015549542233039717
genus_Peptococcaceae_std,0.0013957445756623617,0.014558446111458172
genus_Barnesiellaceae_median,0.0013908412050710182,0.014987210114273652
class_Actinobacteria_sum,0.0013890868732440676,0.014400373290104993
simpson_species,0.0013865923140658947,0.015070800131318075
order_Tissierellia_ratio,0.0013805715677221125,0.015036385894101854
genus_Corynebacteriaceae_sum,0.0013659400022024515,0.014502651520427144
order_Betaproteobacteria_ratio,0.0013633940304824692,0.014441935188020484
genus_Corynebacteriaceae_mean,0.0013628316262810527,0.015312666600460857
species_Anaerofilum_median,0.0013608129744426176,0.015201119730570587
species_Coprobacter_median,0.001353001214021791,0.014818055368145466
family_Burkholderiales_mean,0.0013508692799100044,0.01408577851219966
abundance_90,0.0013471063289469019,0.01461397799088783
species_Fusicatenibacter_median,0.0013454238373629167,0.014690521296535789
genus_Sutterellaceae_sum,0.001345313983576335,0.016289687533968013
dominance_family,0.0013432450713240247,0.01681941957770968
order_Betaproteobacteria_mean,0.0013422787234555202,0.014445269602412943
berger_parker_species,0.001336185832285511,0.01386152917130773
order_Actinobacteria_std,0.001336029934837121,0.01497160078172292
order_Actinobacteria_mean,0.0013298894531715314,0.01307252299222124
abundance_zscore_24,0.0013274274708177795,0.015873796943121885
abundance_zscore_32,0.0013272351718835436,0.014097728266207308
class_Proteobacteria_sum,0.0013258590493934997,0.012540423811956893
abundance_zscore_44,0.001325821521619428,0.014642197137662762
abundance_76,0.0013218834417351008,0.013925598804135294
species_Subdoligranulum_ratio,0.0013205624981293893,0.016012446556754927
abundance_zscore_90,0.0013193989309957818,0.015380852245307828
berger_parker_class,0.0013104587677272047,0.014200704150243774
species_Eggerthella_mean,0.0013078135727104718,0.013475203472268488
top_1_abundance_class,0.001305996302357848,0.01450782997528306
