sample_id	biosample	collection_date	environment_biome	environment_feature	environment_material	host_tax_id	host_scientific_name	geographic_location_(longitude)	geographic_location_(country_and/or_sea,region)	geographic_location_(latitude)	instrument_model	last_update_date
SRS1791806	SAMN05720220	2015-02-05						138.83	Japan	37.43	Illumina HiSeq 2500	2016-11-10
