207119	3.0
33554	6.0
107380	2.0
161165	2.0
220091	1.0
264803	1.0
111078	3.0
135792	2.0
49361	1.0
103181	69.0
83222	1.0
57104	7.0
79374	5.0
232486	1.0
250156	1.0
188018	1.0
86397	2.0
46003	2.0
17823	2.0
89024	4.0
137718	1.0
251513	1.0
115658	1.0
265475	1.0
224664	7.0
100500	1.0
167311	1.0
25843	9.0
55552	2.0
41793	1.0
159032	1.0
196664	1.0
197525	36.0
41536	1.0
241801	1.0
116634	1.0
259702	2.0
2529	1.0
77955	1.0
171202	1.0
77393	2.0
167065	1.0
28602	1.0
170919	4.0
21282	1.0
206672	5.0
60778	1.0
142355	1.0
254096	2.0
132485	2.0
148809	3.0
93005	2.0
79081	1.0
2766	4.0
237422	1.0
17010	1.0
113174	2.0
61324	1.0
21519	1.0
171749	1.0
223211	1.0
85823	1.0
48953	1.0
44470	1.0
180989	1.0
101210	2.0
6794	2.0
192431	7.0
252432	1.0
55313	1.0
243305	1.0
233398	1.0
