feature,importance
ratio_sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__;s__alpha_proteobacterium_HIMB114_sk__Eukaryota;k__;p__;c__Cryptophyta;o__Pyrenomonadales;f__Geminigeraceae;g__Geminigera;s__Geminigera_cryophila,0.0013231688313987168
sk__Eukaryota;k__;p__;c__Katablepharidophyta;o__;f__Katablepharidaceae,0.0013231563413339223
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Chromatiales;f__Ectothiorhodospiraceae,0.0013193652201288887
sk__Archaea,0.0013185431412533056
sk__Eukaryota;k__;p__;c__;o__;f__;g__Paradinium,0.0013168537776064796
sk__Eukaryota;k__Metazoa;p__Annelida;c__Polychaeta;o__;f__Opheliidae,0.0013154872975895094
sk__Bacteria;k__;p__Verrucomicrobia;c__Opitutae;o__Puniceicoccales;f__Puniceicoccaceae;g__Puniceicoccus,0.0013109340385988213
sk__Eukaryota;k__;p__Bacillariophyta,0.0013107693961412433
sk__Bacteria;k__;p__Verrucomicrobia;c__Opitutae;o__Puniceicoccales;f__Puniceicoccaceae;g__Pelagicoccus,0.0012999264434993595
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Fastidiosibacteraceae;g__Fangia,0.0012998019694251306
sk__Eukaryota;k__Metazoa;p__Chordata;c__Appendicularia;o__;f__Oikopleuridae,0.0012992929624742447
sk__Eukaryota;k__;p__;c__Polycystinea;o__Nassellaria;f__Plagoniidae;g__Pseudocubus;s__Pseudocubus_obeliscus,0.001298373317954047
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Micrococcales;f__Microbacteriaceae;g__Candidatus_Aquiluna,0.0012968584766075806
sk__Eukaryota;k__Fungi;p__Ascomycota,0.0012958892759932065
sk__Eukaryota;k__;p__Apicomplexa,0.0012939937065400379
ratio_sk__Bacteria;k__;p__Verrucomicrobia;c__Opitutae;o__Puniceicoccales;f__Puniceicoccaceae;g__Coraliomargarita;s__Coraliomargarita_akajimensis_sk__Eukaryota;k__;p__;c__Cryptophyta;o__Pyrenomonadales;f__Geminigeraceae;g__Geminigera;s__Geminigera_cryophila,0.0012805913106317957
sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Maxillopoda,0.0012802655405990066
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__Rhodospirillaceae;g__Magnetovibrio,0.0012790282342158895
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__Sneathiellaceae,0.0012788505166666068
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Tenacibaculum,0.0012785071007271325
sk__Eukaryota;k__Fungi;p__Ascomycota;c__Lecanoromycetes,0.0012767664450742439
sk__Bacteria;k__;p__Chloroflexi,0.0012761181546370576
sk__Bacteria;k__;p__Gemmatimonadetes;c__Longimicrobia;o__Longimicrobiales;f__Longimicrobiaceae,0.001266029332953424
sk__Eukaryota;k__;p__;c__Labyrinthulomycetes,0.0012590695359120095
sk__Eukaryota;k__;p__;c__Pelagophyceae;o__Pelagomonadales,0.0012590115964824324
sk__Bacteria;k__;p__Cyanobacteria;c__;o__Nostocales,0.0012566178893457357
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Hyphomonadaceae;g__Algimonas,0.001253652651788058
ratio_sk__Bacteria;k__;p__Verrucomicrobia;c__Opitutae;o__Puniceicoccales;f__Puniceicoccaceae;g__Coraliomargarita;s__Coraliomargarita_akajimensis_sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__gamma_proteobacterium_HIMB30,0.00125359812176465
sk__Eukaryota;k__;p__;c__Nassophorea,0.0012488867905644193
sk__Eukaryota;k__;p__;c__Dictyochophyceae;o__Florenciellales;f__;g__Pseudochattonella,0.001247868253675317
sk__Eukaryota;k__Fungi;p__Basidiomycota;c__Tremellomycetes;o__Filobasidiales;f__Filobasidiaceae,0.0012475123293060495
sk__Eukaryota;k__;p__;c__Dinophyceae;o__Syndiniales;f__Amoebophryaceae;g__Amoebophrya,0.0012441457265614814
sk__Bacteria;k__;p__Chlamydiae;c__Chlamydiia;o__Parachlamydiales,0.0012387599244608031
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales,0.001231517178038068
total_abundance,0.001228247453316971
sk__Eukaryota;k__;p__;c__Spirotrichea;o__;f__Tontoniidae,0.001227683953543944
sk__Eukaryota;k__;p__;c__Cryptophyta;o__Pyrenomonadales;f__Geminigeraceae;g__Proteomonas,0.001226995261737196
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Sediminimonas,0.0012254806077017242
sk__Eukaryota;k__Metazoa;p__Cnidaria;c__Hydrozoa,0.0012234026275419782
sk__Eukaryota;k__;p__;c__Spirotrichea;o__;f__Tontoniidae;g__Pseudotontonia,0.0012227494646351949
sk__Eukaryota;k__Metazoa;p__Chordata;c__Mammalia,0.0012214213333277355
sk__Eukaryota;k__;p__;c__Spirotrichea;o__;f__Strombidiidae;g__Strombidium,0.0012192421928452803
sk__Eukaryota;k__Metazoa;p__Bryozoa;c__Gymnolaemata;o__Cheilostomatida,0.0012190826976245005
sk__Eukaryota;k__Metazoa;p__Annelida,0.0012183545559521732
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Litoricolaceae;g__Litoricola,0.0012136940259725247
sk__Eukaryota;k__;p__;c__;o__Choanoflagellida;f__Salpingoecidae;g__Lagenoeca,0.0012132263998542823
sk__Bacteria;k__;p__Actinobacteria,0.0012124936949448938
sk__Eukaryota;k__Metazoa;p__Annelida;c__Polychaeta;o__Sabellida;f__Serpulidae,0.0012105917654582322
sk__Eukaryota;k__;p__;c__Dinophyceae;o__Dinophysiales;f__Dinophysiaceae,0.001204118767401145
ratio_sk__Eukaryota;k__;p__;c__;o__Kinetoplastida;f__Bodonidae;g__Neobodo_sk__Eukaryota;k__;p__;c__Cryptophyta;o__Pyrenomonadales;f__Geminigeraceae;g__Geminigera;s__Geminigera_cryophila,0.001202468333630938
sk__Eukaryota;k__;p__;c__;o__Phaeocystales;f__Phaeocystaceae,0.0012012123169085308
sk__Bacteria;k__;p__Actinobacteria;c__Thermoleophilia;o__Solirubrobacterales,0.0012005988643789972
sk__Eukaryota;k__;p__;c__Dinophyceae;o__Gymnodiniales;f__Tovelliaceae;g__Katodinium,0.0011981573713285714
sk__Eukaryota;k__;p__;c__;o__Choanoflagellida,0.0011977880915698502
sk__Eukaryota;k__;p__;c__;o__;f__;g__Pirsonia,0.0011965521396701006
sk__Eukaryota;k__;p__;c__Dinophyceae;o__Gymnodiniales;f__Kareniaceae;g__Karlodinium,0.001196200548511568
sk__Eukaryota;k__;p__;c__;o__Cryomonadida;f__;g__Cryothecomonas,0.001190893850253303
sk__Eukaryota;k__Viridiplantae;p__Chlorophyta;c__Mamiellophyceae;o__Mamiellales;f__Bathycoccaceae;g__Bathycoccus,0.0011889294094705823
sk__Eukaryota;k__;p__;c__Spirotrichea;o__Sporadotrichida;f__Oxytrichidae,0.0011844385722576546
sk__Eukaryota;k__;p__;c__Katablepharidophyta;o__;f__Katablepharidaceae;g__Leucocryptos,0.001183782851037898
sk__Eukaryota;k__Metazoa;p__Mollusca;c__Bivalvia;o__Veneroida,0.0011820688084328659
sk__Bacteria;k__;p__Balneolaeota;c__Balneolia;o__Balneolales,0.0011789242367564554
sk__Eukaryota;k__;p__;c__Dinophyceae;o__Gonyaulacales;f__Amphidomataceae,0.001178308425224757
sk__Eukaryota;k__;p__;c__Dinophyceae;o__Syndiniales;f__Amoebophryaceae;g__Amoebophrya;s__Amoebophrya_sp._ex_Karlodinium_micrum,0.0011761350165143641
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Kiloniellales;f__Kiloniellaceae,0.0011756841814797756
sk__Eukaryota;k__Viridiplantae;p__Chlorophyta;c__;o__Pyramimonadales;f__;g__Pyramimonas,0.001173140783123543
ratio_sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Maxillopoda;o__Calanoida;f__Centropagidae;g__Sinocalanus;s__Sinocalanus_sinensis_sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__;s__gamma_proteobacterium_HIMB30,0.001170963416684766
sk__Bacteria;k__;p__Elusimicrobia;c__Elusimicrobia,0.0011701534956188222
sk__Bacteria;k__;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae;g__Persicirhabdus,0.001166227871879446
sk__Eukaryota;k__;p__;c__Dinophyceae;o__Blastodiniales;f__;g__Haplozoon,0.0011657581090713642
sk__Bacteria;k__;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfobacterales;f__Desulfobacteraceae,0.0011623771343143021
sk__Eukaryota;k__Fungi;p__Basidiomycota;c__Malasseziomycetes;o__Malasseziales;f__Malasseziaceae;g__Malassezia,0.001161994608945418
sk__Eukaryota,0.001161069852233
sk__Eukaryota;k__;p__;c__Dinophyceae;o__Gymnodiniales;f__Gymnodiniaceae;g__Amphidinium,0.0011587282060438711
sk__Eukaryota;k__;p__;c__Dictyochophyceae,0.0011520959225665914
sk__Eukaryota;k__Metazoa;p__Echinodermata;c__Holothuroidea,0.001149807344071232
sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Insecta,0.0011496958254043064
sk__Eukaryota;k__Viridiplantae;p__Chlorophyta;c__Nephroselmidophyceae;o__;f__;g__Nephroselmis;s__Nephroselmis_pyriformis,0.0011481783082223811
sk__Eukaryota;k__;p__;c__Dictyochophyceae;o__Dictyochales,0.001146121515217903
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales;f__Erythrobacteraceae;g__Altererythrobacter,0.0011433106424481754
sk__Eukaryota;k__;p__;c__Acantharea;o__Arthracanthida,0.0011420291245508197
sk__Eukaryota;k__Viridiplantae,0.001136642164817799
sk__Eukaryota;k__Viridiplantae;p__Chlorophyta;c__;o__Pyramimonadales;f__;g__Halosphaera;s__Halosphaera_sp._M1670,0.0011355951653065073
sk__Eukaryota;k__Viridiplantae;p__Streptophyta,0.0011344774836654714
sk__Eukaryota;k__;p__;c__Dinophyceae;o__Suessiales;f__Symbiodiniaceae;g__Symbiodinium,0.0011314502543050993
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rickettsiales;f__Rickettsiaceae,0.0011289379321781224
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Candidatus_Actinomarinales;f__Candidatus_Actinomarinaceae;g__Candidatus_Actinomarina,0.0011287907463055208
sk__Eukaryota;k__Metazoa;p__Onychophora,0.0011278791274658847
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Hyphomonadaceae;g__Maricaulis,0.0011253270429097324
sk__Bacteria;k__;p__Bacteroidetes,0.0011218849073332791
sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Maxillopoda;o__Calanoida,0.0011187260017252413
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales;f__Holosporaceae,0.0011163216525969589
sk__Eukaryota;k__;p__;c__Spirotrichea;o__Tintinnida;f__Tintinnidae,0.0011158685183040543
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Aurantivirga,0.001114360139728239
sk__Eukaryota;k__;p__;c__;o__;f__Ellobiopsidae;g__Ellobiopsis,0.0011129862656090493
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Fastidiosibacteraceae;g__Fangia;s__Fangia_hongkongensis,0.0011100415018227116
sk__Eukaryota;k__;p__Bacillariophyta;c__Coscinodiscophyceae;o__Rhizosoleniales;f__Rhizosoleniaceae;g__Pseudosolenia;s__Pseudosolenia_calcar-avis,0.001110040412733649
sk__Eukaryota;k__;p__;c__Acantharea,0.001108748636782318
sk__Eukaryota;k__;p__;c__Spirotrichea;o__Choreotrichida;f__Strobilidiidae,0.0011038295909321263
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria,0.0011032068936542765
sk__Eukaryota;k__;p__Apicomplexa;c__Gregarinasina;o__Eugregarinorida,0.001102878039094409
sk__Eukaryota;k__;p__;c__Litostomatea,0.0010997208158714355
sk__Eukaryota;k__;p__;c__Aphelidea,0.0010993444700957789
sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Maxillopoda;o__Cyclopoida,0.0010976311469713422
sk__Eukaryota;k__;p__;c__Cryptophyta;o__Pyrenomonadales;f__Geminigeraceae;g__Teleaulax,0.0010971937182492444
sk__Eukaryota;k__;p__;c__;o__Prymnesiales;f__Prymnesiaceae,0.0010971757244636368
sk__Bacteria;k__;p__Proteobacteria,0.001097138586810179
sk__Eukaryota;k__;p__;c__Dictyochophyceae;o__Florenciellales,0.0010968740220180457
sk__Bacteria;k__;p__Proteobacteria;c__Oligoflexia;o__Oligoflexales,0.0010961055296286309
sk__Eukaryota;k__;p__;c__Ichthyosporea,0.0010929294878361784
sk__Eukaryota;k__;p__;c__;o__Choanoflagellida;f__Stephanoecidae,0.0010916011342478637
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae;g__Coxiella,0.0010909479452377606
sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Maxillopoda;o__Harpacticoida,0.0010909171339658918
sk__Eukaryota;k__Viridiplantae;p__Chlorophyta;c__Mamiellophyceae;o__Dolichomastigales;f__Dolichomastigaceae;g__Dolichomastix;s__Dolichomastix_tenuilepis,0.0010892295393360983
sk__Bacteria;k__;p__Planctomycetes;c__Planctomycetia;o__Planctomycetales;f__Planctomycetaceae;g__Bythopirellula,0.0010868698077378094
sk__Eukaryota;k__;p__;c__Dinophyceae;o__Lophodiniales;f__Lophodiniaceae;g__Woloszynskia,0.001085485587185365
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Methylobacteriaceae,0.0010851685263868044
sk__Eukaryota;k__Fungi;p__Ascomycota;c__Saccharomycetes;o__Saccharomycetales;f__Metschnikowiaceae;g__Metschnikowia,0.0010834615447455481
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Sphingomonadales,0.0010828004053803641
sk__Bacteria;k__;p__Proteobacteria;c__Acidithiobacillia;o__Acidithiobacillales,0.0010797911355612873
sk__Eukaryota;k__;p__Phaeophyceae,0.0010797009158711854
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Alteromonadales;f__Alteromonadaceae;g__Alteromonas,0.0010781346796342886
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae,0.0010725818425002718
sk__Eukaryota;k__;p__Bacillariophyta;c__Bacillariophyceae,0.001071074563157635
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia,0.0010708215705379912
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Oceanospirillales;f__Oceanospirillaceae;g__Oceanobacter,0.001068019691148064
sk__Eukaryota;k__;p__;c__Raphidophyceae;o__Chattonellales,0.0010662046744173146
sk__Bacteria;k__;p__Bacteroidetes;c__Bacteroidia;o__Bacteroidales,0.00106599987480493
sk__Eukaryota;k__;p__;c__Dinophyceae;o__Gonyaulacales;f__Ceratiaceae,0.001064199830500537
sk__Bacteria;k__;p__Verrucomicrobia;c__Verrucomicrobiae,0.0010589763699035632
sk__Eukaryota;k__Viridiplantae;p__Chlorophyta;c__;o__Pyramimonadales;f__;g__Pterosperma;s__Pterosperma_cristatum,0.0010521331863475776
sk__Eukaryota;k__;p__;c__;o__Isochrysidales;f__Isochrysidaceae;g__Isochrysis;s__Isochrysis_galbana,0.0010515349426231946
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Pseudomonadales;f__Moraxellaceae;g__Acinetobacter,0.0010447810817348173
sk__Eukaryota;k__;p__;c__Dinophyceae;o__Blastodiniales;f__;g__Blastodinium;s__Blastodinium_contortum,0.0010414708365823607
sk__Bacteria;k__;p__Proteobacteria;c__Deltaproteobacteria;o__Bradymonadales,0.0010411607917597317
sk__Eukaryota;k__;p__Bacillariophyta;c__Fragilariophyceae;o__Rhaponeidales;f__Rhaphoneidaceae;g__Rhaphoneis,0.0010394422688951427
sk__Bacteria;k__;p__Verrucomicrobia;c__Verrucomicrobiae;o__Verrucomicrobiales;f__Verrucomicrobiaceae,0.0010389817477424828
sk__Eukaryota;k__;p__;c__Cryptophyta;o__Pyrenomonadales;f__Geminigeraceae;g__Proteomonas;s__Proteomonas_sulcata,0.001036634171518083
sk__Eukaryota;k__Viridiplantae;p__Chlorophyta;c__Mamiellophyceae,0.0010360017880598077
sk__Bacteria;k__;p__Proteobacteria;c__Deltaproteobacteria;o__Desulfuromonadales,0.0010328572008176883
sk__Eukaryota;k__;p__;c__Dinophyceae;o__Syndiniales;f__Amoebophryaceae;g__Amoebophrya;s__Amoebophrya_sp._ex_Gonyaulax_polygramma,0.0010306909814620784
sk__Eukaryota;k__;p__Aurearenophyceae,0.0010298280506383071
sk__Eukaryota;k__;p__Picozoa,0.001029275375619012
sk__Bacteria;k__;p__Chlamydiae;c__Chlamydiia;o__Chlamydiales,0.0010279864040228545
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodobacterales;f__Rhodobacteraceae;g__Amylibacter,0.0010256510625324617
sk__Eukaryota;k__Metazoa;p__Annelida;c__Polychaeta;o__Capitellida;f__Capitellidae,0.0010225273195121356
sk__Eukaryota;k__Metazoa;p__Cnidaria;c__Hydrozoa;o__Trachymedusae,0.0010221465381739414
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria,0.001020895182977877
sk__Eukaryota;k__;p__Bacillariophyta;c__Coscinodiscophyceae;o__Thalassiosirales;f__Skeletonemataceae;g__Skeletonema,0.0010198264662003376
sk__Archaea;k__;p__Thaumarchaeota;c__;o__Nitrosopumilales;f__Nitrosopumilaceae;g__Candidatus_Nitrosoarchaeum,0.0010197914473497965
sk__Eukaryota;k__;p__;c__Dictyochophyceae;o__Pedinellales,0.001015896367933036
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Thiotrichales;f__Fastidiosibacteraceae,0.001015441767311766
sk__Bacteria;k__;p__Proteobacteria;c__Epsilonproteobacteria;o__Campylobacterales;f__Helicobacteraceae;g__Sulfurimonas,0.0010154232049643015
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales,0.001015255012632827
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__;f__;g__Sedimenticola,0.0010148451429103477
sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Maxillopoda;o__Calanoida;f__Paracalanidae,0.0010143987435469127
sk__Eukaryota;k__;p__;c__;o__;f__;g__Minorisa,0.0010131843908245386
sk__Eukaryota;k__;p__;c__;o__Cryomonadida,0.0010098004146129151
sk__Eukaryota;k__;p__Bacillariophyta;c__Coscinodiscophyceae;o__Chaetocerotales;f__Chaetocerotaceae,0.0010093380569175994
sk__Eukaryota;k__Fungi,0.0010065131285748588
sk__Bacteria;k__;p__Proteobacteria;c__Oligoflexia;o__Bacteriovoracales;f__Bacteriovoracaceae,0.0010043521412290111
sk__Eukaryota;k__Metazoa;p__Echinodermata;c__Echinoidea,0.0010039161091086113
sk__Bacteria;k__;p__Nitrospinae;c__Nitrospinia;o__Nitrospinales;f__Nitrospinaceae,0.0010039103370256275
sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Maxillopoda;o__Calanoida;f__Acartiidae;g__Acartia,0.0010038879104720254
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria,0.0010036222694953596
sk__Eukaryota;k__;p__;c__Dinophyceae;o__Gonyaulacales;f__Goniodomataceae,0.0010018813696200874
sk__Eukaryota;k__Fungi;p__Ascomycota;c__Eurotiomycetes;o__Eurotiales;f__Aspergillaceae,0.0010001789889415662
sk__Eukaryota;k__Metazoa;p__Platyhelminthes;c__;o__Rhabdocoela,0.0009997500481003692
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales,0.0009996663499272447
sk__Eukaryota;k__;p__;c__Dinophyceae;o__Gymnodiniales;f__Gymnodiniaceae;g__Gyrodinium,0.0009995726323170496
sk__Chloroplast;k__;p__;c__;o__;f__;g__;s__uncultured_bacterium,0.0009984816445600144
sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Maxillopoda;o__Calanoida;f__Centropagidae;g__Centropages;s__Centropages_typicus,0.0009951812387813215
sk__Eukaryota;k__Viridiplantae;p__Chlorophyta;c__;o__Pyramimonadales;f__;g__Halosphaera,0.000994861216188276
sk__Eukaryota;k__;p__;c__Spirotrichea;o__Tintinnida;f__Tintinnidae;g__Salpingella;s__Salpingella_sp.,0.000994293728469363
sk__Bacteria;k__;p__Cyanobacteria;c__;o__Synechococcales;f__Prochloraceae;g__Prochlorococcus,0.0009936949939764058
sk__Eukaryota;k__Metazoa;p__Annelida;c__Polychaeta;o__;f__Protodrilidae;g__Protodrilus,0.0009930507914573808
sk__Eukaryota;k__;p__;c__Spirotrichea;o__Tintinnida;f__Tintinnidae;g__Eutintinnus,0.000992430753271764
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Pelagibacterales;f__Pelagibacteraceae;g__;s__SAR11_cluster_bacterium_PRT-SC02,0.0009919188588398931
sk__Eukaryota;k__Metazoa;p__Chordata;c__Thaliacea;o__Doliolida;f__Doliolidae;g__Doliolum,0.0009917886365160438
sk__Eukaryota;k__Metazoa;p__Platyhelminthes;c__Cestoda;o__Cyclophyllidea,0.0009915177057730298
sk__Eukaryota;k__;p__;c__Dinophyceae;o__Gymnodiniales;f__Ptychodiscaceae;g__Ptychodiscus,0.0009904002590673717
sk__Eukaryota;k__;p__;c__Spirotrichea;o__;f__Strombidiidae,0.0009901449647796957
sk__Eukaryota;k__;p__;c__Dinophyceae;o__Dinophysiales;f__Dinophysiaceae;g__Sinophysis,0.000989703838138499
sk__Eukaryota;k__;p__Bacillariophyta;c__Coscinodiscophyceae;o__Rhizosoleniales;f__Rhizosoleniaceae;g__Rhizosolenia;s__Rhizosolenia_shrubsolei,0.000987556905309228
sk__Eukaryota;k__;p__;c__Dinophyceae;o__Gymnodiniales;f__Warnowiaceae;g__Erythropsidinium,0.000986318561253499
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Holosporales,0.0009859974547883608
sk__Bacteria;k__;p__Planctomycetes;c__Phycisphaerae,0.0009840293257202105
sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Maxillopoda;o__Calanoida;f__Acartiidae;g__Acartia;s__Acartia_clausii,0.0009820939655588502
sk__Bacteria;k__;p__Proteobacteria;c__Betaproteobacteria;o__Burkholderiales,0.000981476064751908
sk__Eukaryota;k__;p__;c__Dinophyceae;o__Syndiniales;f__Amoebophryaceae,0.000978538249396008
sk__Eukaryota;k__;p__;c__;o__Prymnesiales;f__Chrysochromulinaceae,0.0009780239367716392
sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Maxillopoda;o__Calanoida;f__Pseudodiaptomidae;g__Pseudodiaptomus;s__Pseudodiaptomus_marinus,0.0009773921642308135
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Legionellales;f__Coxiellaceae,0.0009768796731921222
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Cellvibrionales;f__Spongiibacteraceae,0.0009753804841946427
sk__Bacteria;k__;p__Bacteroidetes;c__Flavobacteriia;o__Flavobacteriales;f__Flavobacteriaceae;g__Winogradskyella,0.0009744431048654599
sk__Bacteria;k__;p__Cyanobacteria;c__;o__Synechococcales;f__Synechococcaceae;g__Synechococcus;s__Synechococcus_sp._WH_8102,0.0009737768039286984
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales;f__Sneathiellaceae;g__Sneathiella,0.000970812375274348
sk__Eukaryota;k__;p__;c__;o__Diplonemida;f__;g__Rhynchopus,0.0009673650758672663
sk__Eukaryota;k__;p__;c__;o__Telonemida;f__;g__Telonema,0.0009655485009972502
sk__Eukaryota;k__Viridiplantae;p__Chlorophyta;c__Mamiellophyceae;o__Mamiellales;f__Bathycoccaceae,0.0009629145914070997
sk__Eukaryota;k__Metazoa;p__Annelida;c__Polychaeta;o__Eunicida,0.0009621878314582487
sk__Eukaryota;k__;p__;c__Oomycetes,0.0009609699165654628
sk__Bacteria;k__;p__Firmicutes;c__Clostridia;o__Clostridiales;f__Clostridiaceae,0.000955539382147459
sk__Eukaryota;k__;p__;c__;o__Perkinsida,0.0009549871660103154
sk__Eukaryota;k__;p__;c__Labyrinthulomycetes;o__;f__Thraustochytriaceae,0.0009549452019047013
sk__Eukaryota;k__Metazoa;p__Nemertea;c__Enopla;o__Monostilifera,0.0009535762519801589
sk__Eukaryota;k__;p__;c__;o__Bicosoecida,0.0009518544624964589
sk__Eukaryota;k__;p__Bolidophyceae,0.0009516072517722847
sk__Bacteria;k__;p__Lentisphaerae;c__Lentisphaeria;o__Lentisphaerales,0.000949660803280471
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhodospirillales;f__;g__Reyranella,0.0009492488793049696
sk__Bacteria;k__;p__Bacteroidetes;c__Cytophagia;o__Cytophagales;f__Amoebophilaceae,0.000949177072544696
sk__Eukaryota;k__;p__;c__;o__Choanoflagellida;f__Salpingoecidae;g__Bicosta,0.0009448047660953933
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Rhizobiales;f__Hyphomicrobiaceae;g__Devosia,0.0009445553624256912
sk__Eukaryota;k__Fungi;p__Cryptomycota,0.0009440068995948068
sk__Eukaryota;k__;p__;c__Ichthyosporea;o__;f__;g__Pirum,0.0009420576034489635
sk__Eukaryota;k__;p__;c__;o__Telonemida,0.0009408554238936755
sk__Eukaryota;k__;p__;c__Dinophyceae;o__Gymnodiniales;f__Gymnodiniaceae;g__Paragymnodinium,0.0009374271815361869
sk__Eukaryota;k__Metazoa;p__Hemichordata;c__Enteropneusta;o__;f__Ptychoderidae,0.0009366482152821106
sk__Bacteria;k__;p__Proteobacteria;c__Gammaproteobacteria;o__Arenicellales;f__Arenicellaceae,0.0009355895863000485
sk__Bacteria;k__;p__Actinobacteria;c__Actinobacteria;o__Propionibacteriales;f__Propionibacteriaceae;g__Cutibacterium,0.0009345842383201233
sk__Eukaryota;k__;p__;c__;o__;f__;g__Nudifila,0.0009341295770027191
sk__Eukaryota;k__Metazoa;p__Mollusca;c__Bivalvia,0.0009320442586113041
sk__Eukaryota;k__;p__;c__Phyllopharyngea;o__Dysteriida;f__Plesiotrichopidae,0.0009318171614256173
sk__Eukaryota;k__Viridiplantae;p__Chlorophyta;c__Ulvophyceae,0.0009315711985382549
sk__Bacteria;k__;p__Proteobacteria;c__Alphaproteobacteria;o__Sneathiellales,0.0009308316754651363
sk__Eukaryota;k__Metazoa;p__Arthropoda;c__Maxillopoda;o__Calanoida;f__Paracalanidae;g__Paracalanus;s__Paracalanus_parvus,0.0009307177893637278
sk__Eukaryota;k__Metazoa;p__Mollusca,0.0009298494064271515
sk__Eukaryota;k__;p__Bacillariophyta;c__Bacillariophyceae;o__Naviculales;f__Pleurosigmataceae;g__Pleurosigma,0.0009278710925210376
