feature,importance,std
order_Deltaproteobacteria,0.0039028822403676614,0.019097627309743643
order_Actinobacteria,0.0038585602533360106,0.01926099543260384
order_Negativicutes,0.0038571600523212104,0.02009466496301115
species_Porphyromonas,0.0037964927085941506,0.019965362439996154
genus_Tannerellaceae,0.0037741508072661823,0.01949353993283021
genus_Clostridiales_Family_XIII._Incertae_Sedis,0.003693385452365402,0.02124267891640443
genus_Rikenellaceae,0.0036375849617162072,0.018517996734310066
class_Tenericutes,0.0036086046966289738,0.019875840862130494
genus_Acidaminococcaceae,0.0035257089139343637,0.02085846167212542
genus_Prevotellaceae,0.0035086669927262126,0.017884973804715563
family_Propionibacteriales,0.0035076125985105937,0.020106780263495504
order_Mollicutes,0.00349442069775686,0.021338469774931354
family_Rhodospirillales,0.003494417584792631,0.01794658134171764
species_Anaerofilum,0.003432911088718993,0.018728654100051007
genus_Christensenellaceae,0.0034328969776806434,0.02048335839987756
genus_Streptococcaceae,0.0034089406323430335,0.018394815070328866
species_Corynebacterium,0.003398406460575659,0.018669112631156438
family_Verrucomicrobiales,0.0033899642521325987,0.018625724958033777
species_Blautia,0.0033844396665290554,0.02053222236062222
species_Veillonella,0.003378418752277205,0.01861865925394859
species_Negativibacillus,0.003367702834366484,0.019814381768086146
species_Lachnoclostridium,0.0033574283119385444,0.01854488594006138
family_Eggerthellales,0.0033525381910539153,0.02024526045307502
class_Fusobacteria,0.003350672330381786,0.01986859448051166
genus_Peptococcaceae,0.003342114278581574,0.018198529958006922
species_Akkermansia,0.003318563860351511,0.01942575569150056
species_Parasutterella,0.0033033567223117962,0.018869742010690235
genus_Mycoplasmataceae,0.0032994592576727744,0.017979663056027162
genus_Actinomycetaceae,0.003270618409825165,0.018264619100228054
species_Varibaculum,0.003268245495644509,0.01875803444984995
genus_Oscillospiraceae,0.0032227595084130803,0.019133251592070813
family_Halanaerobiales,0.003202640535047921,0.020101671166297574
species_Phascolarctobacterium,0.0031999948106389052,0.017077967621362187
species_Hungatella,0.0031921131912630847,0.017966515437481647
species_Propionimicrobium,0.0031886515088593173,0.01920019392703562
genus_Desulfovibrionaceae,0.003173400905264944,0.017966319738759555
species_Streptococcus,0.003139619804260082,0.01800648921366287
species_Roseburia,0.0031268968395106156,0.018379918015344266
