type	id	attributes	relationships	links
samples	SRS439123	{'sample-metadata': [{'key': 'geographic location (country and/or sea,region)', 'value': 'East Sea and East China Sea', 'unit': None}, {'key': 'instrument model', 'value': '454 GS FLX Titanium', 'unit': None}, {'key': 'last update date', 'value': '2015-06-23', 'unit': None}], 'latitude': None, 'biosample': 'SAMN02192658', 'longitude': None, 'accession': 'SRS439123', 'analysis-completed': '2019-04-12', 'collection-date': None, 'geo-loc-name': 'East Sea and East China Sea', 'sample-desc': 'Seasonal samples for picocyanobacterial diversity in the East China Sea and the East Sea', 'environment-biome': None, 'environment-feature': None, 'environment-material': None, 'sample-name': 'Picocyano_ECS&ES_2013.6', 'sample-alias': 'Picocyano_ECS&ES_2013.6', 'host-tax-id': None, 'species': None, 'last-update': '2019-04-12T16:44:23'}	{'biome': {'data': {'type': 'biomes', 'id': 'root:Environmental:Aquatic:Marine'}, 'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/biomes/root:Environmental:Aquatic:Marine'}}, 'studies': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/samples/SRS439123/studies'}, 'data': [{'type': 'studies', 'id': 'MGYS00004576', 'links': {'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/studies/MGYS00004576'}}]}, 'runs': {'links': {'related': 'https://www.ebi.ac.uk/metagenomics/api/v1/samples/SRS439123/runs'}}}	{'self': 'https://www.ebi.ac.uk/metagenomics/api/v1/samples/SRS439123'}
